"","gene_hgnc","gene","logFC","logCPM","F","PValue","FDR","rank"
"5747","LOC100652768","LOC100652768",0.259821441566312,2.08363640718741,2.83960602695704,0.241061681482335,0.822932140772586,0.617871818421188
"12143","WDR53","WDR53",0.085604217060102,4.5539259469816,1.3935852900598,0.241056889730441,0.822932140772586,0.617880451282606
"2638","DESI1","PPPDE2",0.106020218715017,4.73576737390298,1.39401914714603,0.240984251097932,0.822932140772586,0.61801133868967
"7758","PDE1B","PDE1B",0.242583487426483,2.26508743966275,1.48527563491546,0.240871574542509,0.822932140772586,0.618214448435565
"2258","CPNE8","CPNE8",0.196411914362493,4.22019840297672,1.39471854670009,0.240867210758044,0.822932140772586,0.618222316465175
"8015","PITPNB","PITPNB",0.0703190465222105,6.76317148958088,1.39570065618888,0.240702978863103,0.822932140772586,0.618518535002067
"2162","COL10A1","COL10A1",0.286043607460266,1.99289632095033,1.81211984356632,0.240698549881845,0.822932140772586,0.618526526177857
"10958","TFAM","TFAM",0.0781284838925002,5.47023475745674,1.39585349819615,0.240677432484634,0.822932140772586,0.618564630152391
"5701","LOC100506801","LOC100506801",0.140203943402178,3.51740873268508,1.65528298249681,0.240536202600239,0.822932140772586,0.618819549617517
"3089","EIF4G2","EIF4G2",0.0591304305377893,9.57301089681908,1.39714757287479,0.240461271618752,0.822932140772586,0.61895486056525
"3491","FAM98B","FAM98B",0.159589519193907,3.04466109221573,1.78020252301354,0.240459444887522,0.822932140772586,0.618958159817147
"9004","RGL1","RGL1",0.207900991903588,2.84519730498879,1.39717022765661,0.240457489519465,0.822932140772586,0.618961691427271
"8516","PSMA2","PSMA2",0.0685390010602769,7.91376903382527,1.39793988338561,0.240329042993072,0.822932140772586,0.619193742931159
"8820","RAPGEF6","RAPGEF6",0.0719215439153042,7.82271241138642,1.39877362367981,0.240189996888046,0.822932140772586,0.619445083472601
"1359","CA5BP1","CA5BP1",0.17436024478341,2.92541976617134,1.92751907264436,0.23999921578348,0.822932140772586,0.619790177377826
"9444","SAMD1","SAMD1",0.316301539253612,1.77742886309886,3.34961298491245,0.239975978889202,0.822932140772586,0.619832228113286
"2088","CLUH","KIAA0664",0.143925109120515,3.58506045094958,1.40213028709741,0.239631194800958,0.822932140772586,0.620456646850043
"9458","SAP25","SAP25",0.229270116893701,2.32147768506103,2.60900374158196,0.239540185431928,0.822932140772586,0.620621618586156
"3653","FILIP1L","FILIP1L",0.291124491917196,1.93885734560465,1.40286622481974,0.239508893315561,0.822932140772586,0.620678355960623
"7225","NISCH","NISCH",0.0851198317101984,5.62931486923749,1.40412785323335,0.23929940891926,0.822932140772586,0.621058374112935
"978","BBX","BBX",0.063357908140978,7.68300686538445,1.40517421780121,0.239125838650961,0.822932140772586,0.621373493824676
"9591","SEC61G","SEC61G",0.0791854082320345,6.63679906940754,1.40576752376455,0.239027490294272,0.822932140772586,0.621552148438713
"4007","GLRX","GLRX",0.118351062579608,6.78913917187026,1.40589551197811,0.239006281074015,0.822932140772586,0.621590685662987
"10390","SPATA21","SPATA21",0.378031106244339,1.54146640436798,3.90814270622705,0.239002424636025,0.822932140772586,0.621597693191171
"6181","MAML3","MAML3",0.243479790954039,2.24584292439296,2.04956365240386,0.23898587955937,0.822932140772586,0.621627758510484
"7728","PCNP","PCNP",0.0780048716067332,7.4479243546258,1.40649478392705,0.238907005152612,0.822932140772586,0.621771115823495
"1128","BRMS1","BRMS1",0.0789671581692692,5.8358476418732,1.40891735471612,0.238506196772287,0.822932140772586,0.622500332812344
"2928","DXO","DOM3Z",0.106644376453123,4.36352935760435,1.58992901877687,0.2384864833433,0.822932140772586,0.622536230358742
"5049","KBTBD12","KBTBD12",0.254649834768729,2.15597615090755,3.81269705664528,0.238431093899812,0.822932140772586,0.622637108711391
"12920","ZNFX1","ZNFX1",0.0749946006427025,7.75652241926107,1.40942278995961,0.238422678095212,0.822932140772586,0.622652438096262
"4600","HPS5","HPS5",0.106365861186941,4.4925443116493,1.40942354931347,0.238422552645814,0.822932140772586,0.622652666606387
"9655","SERPINB8","SERPINB8",0.1313213844863,5.01543060645005,1.40973617360235,0.238370912305721,0.822932140772586,0.622746741364042
"398","AMER1","FAM123B",0.282309018132262,2.01318624900013,1.8065808807618,0.238370101920024,0.822932140772586,0.622748217830409
"12152","WDR63","WDR63",0.382618777326272,1.58931415737092,1.70790941367163,0.238308280918444,0.822932140772586,0.622860866194459
"7310","NOTCH4","NOTCH4",0.343223758936397,1.68027461462638,3.20602984081333,0.238302780686923,0.822932140772586,0.622870889966005
"7730","PCNX1","PCNX",0.096508339535573,7.13376129261725,1.4109644383501,0.238168156537101,0.822932140772586,0.623116304837665
"9201","RPF1","RPF1",0.0856991849642659,6.56974820034145,1.41164791901361,0.23805542284423,0.822932140772586,0.623321920954854
"4698","IDH3B","IDH3B",0.0602810305730182,7.11543282227507,1.41225722198396,0.237954979385005,0.822932140772586,0.623505202834946
"7308","NOTCH2","NOTCH2",0.0987247931457213,5.88655767573951,1.41365359817692,0.237724983577367,0.822932140772586,0.623925173931814
"6485","MGP","MGP",0.373421327516413,1.60214424958834,2.7625730888773,0.237421600897884,0.822932140772586,0.624479770958563
"4723","IFIT1","IFIT1",0.370181054889386,3.2597176360402,1.41643113021619,0.237268310781286,0.822932140772586,0.624760261663947
"6042","LRRC4","LRRC4",0.404948263764442,1.47540715101355,2.81125593960108,0.236960812687235,0.822932140772586,0.62532346935217
